0.7969529996,1.720836711,0.95
3.801129582,0.4480747046,0.95
3.82693894,0.7233638365,0.95
4.834360533,2.148391801,0.95
2.985627396,3.80345845,0.95
1.682402831,1.42539917,0.95
2.226506764,3.781735493,0.95
4.335054021,4.353669477,0.95
3.498784855,5.727700334,0.95
6.052901825,2.054971436,0.95
2.011860266,1.606836762,0.95
2.076025222,5.34151591,0.95
1.733351866,2.185050554,0.95
2.933341775,6.179489771,0.95
2.955171562,1.183926403,0.95
3.423000966,5.33765174,0.95
4.327976125,5.349202701,0.95
3.222015904,4.087160609,0.95
3.03723482,0.285466474,0.95
2.575895983,2.599806377,0.95
5.046879056,1.999673818,0.95
2.575151221,6.084999046,0.95
0.7109046327,2.028199109,0.95
0.3778445433,0.4833746378,0.95
4.797539511,4.715961654,0.95
4.183151833,1.445276165,0.95
2.099039736,5.706886795,0.95
4.647966531,4.489088003,0.95
0.9300088104,1.311581429,0.95
3.271829688,4.327917923,0.95
5.632116693,2.911346216,0.95
2.879611795,0.9389717799,0.95
0.05574614731,0.9257070383,0.95
2.635176086,4.72434095,0.95
4.186972614,3.432196796,0.95
3.440765993,3.561680926,0.95
5.907039263,0.3560972455,0.95
4.527870031,5.140958061,0.95
1.163698473,0.737666921,0.95
0.98152855,2.627810901,0.95
5.584109187,1.273625933,0.95
5.634707188,1.244180128,0.95
0.6139138394,1.676349272,0.95
3.846240899,6.081366216,0.95
1.438062618,2.016642098,0.95
4.442677925,5.810104555,0.95
3.427255206,0.7188600982,0.95
2.936205166,2.582254915,0.95
2.998137364,2.619385011,0.95
1.380355738,1.690469602,0.95
3.429292623,4.122013772,0.95
4.77071665,1.375441604,0.95
6.085661834,1.033164364,0.95
2.410963113,3.324304848,0.95
2.774822715,6.441705926,0.95
6.71386148,0.8575625028,0.95
2.530260557,0.7253733659,0.95
3.024108563,5.549002756,0.95
2.451903616,3.904681902,0.95
2.870182174,4.943845118,0.95
5.250023163,0.6108753426,0.95
5.698462004,2.173828948,0.95
1.793085451,0.8989006468,0.95
5.744219258,0.484453749,0.95
3.727001503,2.656135791,0.95
6.129284267,0.6730689371,0.95
1.580879288,2.78327353,0.95
3.128518648,5.82059738,0.95
4.231775701,5.116142938,0.95
0.6842390211,0.6045566861,0.95
6.782891136,2.365778631,0.95
3.7943133,0.6459106844,0.95
1.59868346,0.0586814568,0.95
4.925516779,3.909349574,0.95
5.833981937,0.9636731662,0.95
5.34217927,1.59507639,0.95
3.964188268,0.7468408233,0.95
2.067532097,1.913047368,0.95
6.431609983,0.8542224534,0.95
4.705407443,0.9472372445,0.95
1.830570562,1.749727034,0.95
4.443431098,4.633452631,0.95
3.289632482,3.219362055,0.95
3.129890855,6.012906042,0.95
0.1631184125,2.012566662,0.95
0.4967086007,0.07222935863,0.95
1.284390239,2.158834367,0.95
4.005858398,1.177227937,0.95
0.8463475686,0.8296812983,0.95
4.921835982,2.619013732,0.95
2.013265278,1.083999869,0.95
3.885061493,3.30484761,0.95
3.149425895,2.126713146,0.95
1.597437158,0.8294785208,0.95
3.954554814,0.1107812588,0.95
4.009774929,2.453988429,0.95
2.48538742,5.491257255,0.95
3.046269487,3.170932511,0.95
3.745027702,5.987948322,0.95
0.7531752852,2.664651868,0.95
