2.210203615,1.005895886,1.15
0.5628444051,1.981580362,1.15
1.551254577,2.779022299,1.15
2.709329827,6.893618429,1.15
0.6404463572,0.9671948312,1.15
2.193578681,2.220584497,1.15
6.355227932,0.8006239685,1.15
5.100793217,0.4496132918,1.15
0.4497992683,0.3180634178,1.15
2.723444567,4.222672394,1.15
0.7547721483,0.4318110415,1.15
1.344198972,3.9851891,1.15
2.495541856,3.184537591,1.15
3.525395508,1.398793723,1.15
4.539187213,4.749741316,1.15
5.196270358,1.990904858,1.15
1.391133624,5.206735134,1.15
5.114192618,1.472823066,1.15
3.626803758,1.459235076,1.15
3.813987613,3.362560073,1.15
5.896366802,3.167458244,1.15
5.040297443,3.239464407,1.15
1.969731551,6.69416979,1.15
0.8482926476,5.098545161,1.15
2.704268928,2.597772159,1.15
1.874785359,4.899997802,1.15
0.4728236298,2.951528789,1.15
3.797383162,1.348634406,1.15
1.740008759,1.049665788,1.15
0.2201737162,4.858275086,1.15
1.295504211,4.465638771,1.15
5.666417215,2.701625715,1.15
0.3419639791,5.988478952,1.15
6.21646265,1.337265806,1.15
2.493017845,5.184548828,1.15
5.013151897,2.089972356,1.15
1.151609206,1.615423539,1.15
1.031811918,2.148032706,1.15
5.363236736,0.7182667618,1.15
3.477345525,1.290267439,1.15
1.265630456,6.59013721,1.15
1.470363706,5.488648075,1.15
4.138562875,3.929852687,1.15
5.382001987,1.48604082,1.15
4.670353667,1.242722724,1.15
2.500358204,4.480988525,1.15
1.97869509,1.699802996,1.15
3.516266112,5.29503612,1.15
4.69901868,5.619308045,1.15
4.229536141,4.969616267,1.15
1.430720806,4.737545048,1.15
2.294239989,6.656526367,1.15
3.134510838,1.902526196,1.15
1.18805997,0.9843922822,1.15
0.2556431528,4.656366818,1.15
4.655760383,6.017502042,1.15
0.9578909806,4.290124815,1.15
2.768803291,2.854149935,1.15
3.008981518,2.243765451,1.15
0.2204239517,6.403847299,1.15
1.985101356,2.769143529,1.15
4.842040701,4.399331457,1.15
0.9339809313,5.26205974,1.15
4.204077983,0.3588181948,1.15
0.2468646515,3.416556524,1.15
2.885778375,3.584747205,1.15
2.457306113,0.3692547235,1.15
2.347724432,6.31474019,1.15
2.197599442,4.945139446,1.15
4.400538058,2.078882772,1.15
2.842511953,1.912337013,1.15
4.418635884,4.378190585,1.15
4.442880008,1.785530083,1.15
5.445630863,1.691921468,1.15
6.02993547,1.965324823,1.15
4.194073558,3.358449911,1.15
1.086985832,1.130897745,1.15
4.95182681,0.5333153829,1.15
1.445925938,5.511622326,1.15
3.797542753,5.368354211,1.15
0.6848146102,2.420280366,1.15
6.341453068,0.4452947246,1.15
0.08264263129,1.185350171,1.15
2.436404937,1.400189417,1.15
0.1409440197,1.867063773,1.15
4.428337914,2.10723743,1.15
0.5580018611,6.377096874,1.15
1.088148852,4.49056115,1.15
3.049163987,0.6821169988,1.15
4.093690238,5.479270214,1.15
0.8354988365,4.861736705,1.15
4.838858825,0.914455434,1.15
0.7648251933,2.115103279,1.15
4.024253735,3.907002155,1.15
6.208224641,0.5644061103,1.15
2.020504553,2.271605432,1.15
4.453842265,4.878120246,1.15
5.816239379,2.748124547,1.15
2.192174121,5.270894229,1.15
2.683255663,1.528193159,1.15
